start;end;utterance
391.83;392.3;R I l i:
392.3;392.73;<SIL>
392.73;393.01;I z V n t
393.01;393.36;g U d
393.36;393.93;<SIL>
393.93;394.01;
394.01;395.1;<IVER>
395.1;395.28;<SIL>
395.28;395.47;w E l
395.47;395.82;b I k O: z
395.82;395.93;aI v
395.93;396.14;b I n
396.14;396.26;I n
396.26;396.59;p V b l I k
396.59;396.99;s k u: l z
396.99;397.13;O: l
397.13;397.25;m aI
397.25;397.68;l aI f
397.68;397.77;V n d
397.77;397.86;aI
397.86;398.1;S U d
398.1;398.41;b i:
398.41;398.69;<SIL>
398.69;398.74;
398.74;399.04;f 3` s t
399.04;399.13;t u:
399.13;399.4;n @U
399.4;399.63;D { t
399.63;399.95;D E R z
399.95;400.09;@
400.09;400.26;<VOCNOISE>
400.26;401.58;<SIL>
401.58;401.79;l Q t
401.79;402.0;V v
402.0;402.11;<UNKNOWN>
402.11;402.7;<SIL>
402.7;402.79;
402.79;403.69;f eI v 3` I t I z V m
403.69;404.72;<SIL>
404.72;405.06;i: k eI k eI k eI k eI
405.06;406.29;<SIL>
406.29;406.62;s V m
406.62;406.81;<SIL>
406.81;407.07;s V m
407.07;407.515;t i: tS 3` z
407.515;407.71;w I l
407.71;407.83;<SIL>
407.83;408.21;t i: tS
408.21;408.28;<SIL>
408.28;408.64;w V n
408.64;408.8;b V t
408.8;409.2;n Q t
409.2;409.47;t i: tS
409.47;409.68;D V
409.68;409.93;V D 3`
409.93;410.98;<SIL>
410.98;411.15;<IVER>
411.15;412.28;<SIL>
412.28;412.55;w E l
412.55;412.62;I f
412.62;413.45;<IVER>
413.45;413.73;j E
413.73;413.84;
413.84;414.13;t i: tS
414.13;414.21;
414.21;414.45;w V n
414.45;415.1;p 3` s V n
415.1;415.29;<SIL>
415.29;415.56;w V n
415.56;415.89;T I N
415.89;416.22;<SIL>
416.22;416.63;V n d
416.63;416.745;<SIL>
416.745;417.01;n Q t
417.01;417.27;t i: tS
417.27;417.41;D V
417.41;417.53;V D 3`
417.53;417.95;p 3` s V n
417.95;418.07;D { t
418.07;419.47;<SIL>
419.47;419.8;k aI n d
419.8;419.86;V v
419.86;419.98;<VOCNOISE>
419.98;421.74;<SIL>
421.74;421.83;l E t
421.83;422.0;m i:
422.0;422.37;s i:
422.37;422.66;h i: R
422.66;424.05;<SIL>
424.05;424.15;
424.15;424.39;g I v
424.39;424.52;{ n
424.52;425.09;I g z { m p V l
425.09;425.37;D E R z
425.37;425.58;@
425.58;426.59;<VOCNOISE>
426.59;426.69;<SIL>
426.69;426.84;D E R z
426.84;426.89;V
426.89;427.37;s k u: l
427.37;427.53;D { t
427.53;427.64;D eI
427.64;427.95;S @U d
427.95;428.14;Q n
428.14;428.42;t w E n t i:
428.42;428.86;t w E n t i:
428.86;428.96;<SIL>
428.96;429.23;<VOCNOISE>
429.23;429.85;<SIL>
429.85;430.22;s V m w E R
430.22;430.4;aU t
430.4;430.91;w E s t
430.91;431.34;<SIL>
431.34;431.48;
431.48;431.53;aI
431.53;431.91;b I l i: v
431.91;432.14;I t s
432.14;432.52;n V v Q d V
432.52;432.725;O: R
432.725;433.16;s V m w E R
433.16;433.27;
433.27;433.33;<VOCNOISE>
433.33;434.26;<SIL>
434.26;434.33;V n d
434.33;434.45;D eI
434.45;434.89;s E d
434.89;435.14;D { t
435.14;435.98;<SIL>
435.98;436.28;D i: z
436.28;436.54;@
436.54;437.56;<SIL>
437.56;438.07;t i: tS 3` z
438.07;438.41;h { v
438.41;438.59;
438.59;438.66;D V
438.66;439.17;h aI V s t
439.17;439.63;R eI t I N
439.63;440.16;<SIL>
440.16;440.49;V m V N
440.49;441.075;<SIL>
441.075;441.42;m E n i:
441.42;441.55;V D 3`
441.55;442.27;t i: tS 3` z
442.27;442.35;<SIL>
442.35;442.44;I n
442.44;442.5;D V
442.5;442.95;n eI S V n
442.95;443.36;b I k O: z
443.36;443.45;V v
443.45;443.71;D E R
443.71;443.805;<SIL>
443.805;444.32;{ k tS V w V l
444.32;444.95;<SIL>
444.95;445.3;s I t I N
445.3;445.6;d aU n
445.6;445.78;V n d
445.78;446.2;h { n d z
446.2;446.64;Q n
446.64;446.95;<SIL>
446.95;447.56;k R I t i: k I N
447.56;447.81;D i: z
447.81;448.21;tS I l d R V n
448.21;449.1;<VOCNOISE>
449.1;449.33;<SIL>
449.33;449.38;
449.38;449.59;l aI k
449.59;449.72;
449.72;449.97;@
449.97;450.05;
450.05;450.45;<VOCNOISE>
450.45;452.005;<SIL>
452.005;452.24;E k s
452.24;452.82;g 3` l f R E n d
452.82;452.88;V v
452.88;453.14;m aI n
453.14;454.29;<SIL>
454.29;454.62;S i:
454.62;455.11;w Q z
455.11;455.5;<SIL>
455.5;455.81;p R I t i:
455.81;456.4;m V tS
456.4;457.07;<SIL>
457.07;457.14;aI
457.14;457.41;w U d V n t
457.41;457.6;<SIL>
457.6;457.77;p U t
457.77;457.86;h 3`
457.86;458.46;b O: R d 3` l aI n
458.46;459.1;I l I t 3` V t
459.1;459.28;<SIL>
459.28;459.5;b V t
459.5;459.77;<SIL>
459.77;460.09;S i:
460.09;460.46;d I d V n t
460.46;460.55;n @U
460.55;460.71;h aU
460.71;461.175;t u:
461.175;461.27;R E d
461.27;461.36;O: R
461.36;461.762063;R aI t
